Time,Src Address,Src Type,Src Port,Src Name,Dst Address,Dst Type,Dst Port,Dst Name,Bytes,Packets,Action,undefined
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.208.66.134,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.32,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.210.171,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.195,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.59,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.243.116,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.196,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.150.50.133,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.176,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.130.115,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.89,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.200,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.13,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.181.161,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.131.127,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.201.99.86,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.161.6.43,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.177,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.153.78,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.198.180.180,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.197.19.111,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.199.152.232,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.210.178.113,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.221.12.184,UnknownInternal,123.0,,76,1,ACCEPT,
2023-11-02T21:12:48Z,10.249.0.21,NatGateway,123.0,i/face,10.205.77.125,UnknownInternal,123.0,,76,1,ACCEPT,
